AY457915	AY457915	100.00	501	0	0	1	501	1	501	0.0	  926
AY457915	AY457891	99.80	500	1	0	1	500	2	501	0.0	  918
AY457915	AY457786	99.60	500	2	0	1	500	1	500	0.0	  913
AY457915	AY457769	99.40	501	3	0	1	501	1	501	0.0	  909
AY457915	AY457894	99.40	500	3	0	1	500	2	501	0.0	  907
AY457915	AY457783	98.20	501	9	0	1	501	1	501	0.0	  878
AY457915	AY457898	97.99	498	10	0	1	498	2	499	0.0	  865
AY457915	AY457817	97.98	496	10	0	1	496	2	497	0.0	  861
AY457915	AY457867	97.58	496	11	1	1	496	2	496	0.0	  848
AY457915	AY457848	96.77	495	16	0	1	495	1	495	0.0	  826
AY457915	AY457895	96.40	500	18	0	1	500	2	501	0.0	  824
AY457915	AY457912	96.21	501	19	0	1	501	1	501	0.0	  821
AY457915	AY457835	95.81	501	19	2	1	501	1	499	0.0	  808
AY457915	AY457882	94.81	501	26	0	1	501	1	501	0.0	  782
AY457915	AY457914	94.96	496	25	0	1	496	1	496	0.0	  778
AY457915	AY457840	94.55	495	21	6	1	495	1	489	0.0	  760
AY457915	AY457913	94.05	504	24	4	1	501	1	501	0.0	  760
AY457915	AY457901	93.82	502	25	4	1	499	1	499	0.0	  750
AY457915	AY457908	93.47	505	25	6	1	501	1	501	0.0	  743
AY457915	AY457829	93.27	505	26	6	1	501	1	501	0.0	  737
AY457915	AY457874	93.24	503	28	4	1	500	1	500	0.0	  736
AY457915	AY457839	93.06	504	29	4	1	501	1	501	0.0	  732
AY457915	AY457872	93.40	500	24	7	1	496	2	496	0.0	  732
AY457915	AY457832	92.86	504	30	4	1	501	2	502	0.0	  726
AY457915	AY457888	92.54	496	37	0	1	496	1	496	0.0	  712
AY457915	AY457869	96.26	428	16	0	49	476	1	428	0.0	  702
AY457915	AY457797	92.15	497	36	3	1	496	1	495	0.0	  699
AY457915	AY457820	91.16	498	38	5	1	496	2	495	0.0	  671
AY457915	AY457762	90.98	499	40	5	1	496	1	497	0.0	  669
AY457915	AY457833	89.90	505	40	7	1	500	1	499	0.0	  640
AY457915	AY457750	89.38	499	47	5	1	496	1	496	1e-180	  623
AY457915	AY457764	89.00	500	51	4	1	498	2	499	2e-178	  616
AY457915	AY457822	88.60	500	53	4	1	498	1	498	4e-175	  604
AY457915	AY457841	96.46	367	12	1	101	466	4	370	4e-175	  604
AY457915	AY457802	88.55	498	53	4	1	496	1	496	5e-174	  601
AY457915	AY457842	88.20	500	52	5	1	498	1	495	1e-170	  590
AY457915	AY457875	92.70	411	22	6	78	484	15	421	4e-170	  588
AY457915	AY457806	88.27	486	51	6	1	484	2	483	9e-167	  577
AY457915	AY457795	87.20	500	53	8	1	496	1	493	3e-161	  558
AY457915	AY457845	96.66	329	11	0	139	467	1	329	7e-158	  547
AY457915	AY457843	90.96	354	31	1	148	500	1	354	3e-136	  475
AY457915	AY457887	86.56	439	39	15	2	430	3	431	2e-133	  466
AY457915	AY457716	84.40	436	41	16	1	430	2	416	2e-114	  403
AY457915	AY457836	81.84	501	66	16	1	496	2	482	8e-113	  398
AY457915	AY457866	82.51	486	54	20	1	478	2	464	8e-113	  398
AY457915	AY457860	82.27	485	57	18	1	478	2	464	4e-111	  392
AY457915	AY457830	81.51	503	65	19	1	496	2	483	5e-110	  388
AY457915	AY457695	83.72	436	44	16	1	430	2	416	2e-109	  387
AY457915	AY457738	83.72	436	44	16	1	430	2	416	2e-109	  387
AY457915	AY457747	83.75	437	42	16	1	430	1	415	2e-109	  387
AY457915	AY457818	83.83	439	38	20	1	430	1	415	2e-109	  387
AY457915	AY457676	82.02	484	57	18	1	477	2	462	6e-109	  385
AY457915	AY457800	82.02	484	57	19	1	477	2	462	6e-109	  385
AY457915	AY457859	82.02	484	57	18	1	477	1	461	6e-109	  385
AY457915	AY457701	83.49	436	45	15	1	430	1	415	8e-108	  381
AY457915	AY457754	83.49	436	45	16	1	430	1	415	8e-108	  381
AY457915	AY457755	83.49	436	45	16	1	430	1	415	8e-108	  381
AY457915	AY457785	83.49	436	45	16	1	430	1	415	8e-108	  381
AY457915	AY457793	83.49	436	45	16	1	430	1	415	8e-108	  381
AY457915	AY457798	83.60	439	39	18	1	430	2	416	8e-108	  381
AY457915	AY457809	83.49	436	45	16	1	430	1	415	8e-108	  381
AY457915	AY457826	83.49	436	45	16	1	430	2	416	8e-108	  381
AY457915	AY457847	83.60	439	39	20	1	430	1	415	8e-108	  381
AY457915	AY457851	83.56	438	41	20	1	430	1	415	8e-108	  381
AY457915	AY457881	83.60	439	39	20	1	430	1	415	8e-108	  381
AY457915	AY457893	83.60	439	39	20	1	430	1	415	8e-108	  381
AY457915	AY457911	83.60	439	39	18	1	430	1	415	8e-108	  381
AY457915	AY457748	81.82	484	58	19	1	477	2	462	3e-107	  379
AY457915	AY457780	81.82	484	58	19	1	477	1	461	3e-107	  379
AY457915	AY457837	81.89	486	54	23	1	477	2	462	3e-107	  379
AY457915	AY457838	81.82	484	58	18	1	477	1	461	3e-107	  379
AY457915	AY457849	81.89	486	54	23	1	477	2	462	3e-107	  379
AY457915	AY457779	81.93	487	51	24	1	477	4	463	1e-106	  377
AY457915	AY457690	83.26	436	46	15	1	430	1	415	4e-106	  375
AY457915	AY457694	83.26	436	46	15	1	430	1	415	4e-106	  375
AY457915	AY457715	83.26	436	46	14	1	430	1	415	4e-106	  375
AY457915	AY457732	81.65	485	60	16	1	478	2	464	4e-106	  375
AY457915	AY457767	83.26	436	46	16	1	430	2	416	4e-106	  375
AY457915	AY457788	83.26	436	46	16	1	430	1	415	4e-106	  375
AY457915	AY457910	83.37	439	40	21	1	430	1	415	4e-106	  375
AY457915	AY457823	81.61	484	59	19	1	477	2	462	1e-105	  374
AY457915	AY457760	83.22	441	36	23	1	430	2	415	2e-104	  370
AY457915	AY457768	83.03	436	47	16	1	430	2	416	2e-104	  370
AY457915	AY457776	83.22	441	37	22	1	430	1	415	2e-104	  370
AY457915	AY457813	83.22	441	37	22	1	430	1	415	2e-104	  370
AY457915	AY457815	83.03	436	47	16	1	430	1	415	2e-104	  370
AY457915	AY457831	83.22	441	37	22	1	430	1	415	2e-104	  370
AY457915	AY457864	83.33	438	36	22	4	430	4	415	2e-104	  370
AY457915	AY457871	83.03	436	47	16	1	430	1	415	2e-104	  370
AY457915	AY457753	81.40	484	60	19	1	477	1	461	6e-104	  368
AY457915	AY457775	81.44	485	59	20	1	477	1	462	6e-104	  368
AY457915	AY457692	82.84	437	46	18	1	430	2	416	8e-103	  364
AY457915	AY457749	82.80	436	48	16	1	430	1	415	8e-103	  364
AY457915	AY457763	82.80	436	48	16	1	430	1	415	8e-103	  364
AY457915	AY457774	82.88	438	44	19	1	430	1	415	8e-103	  364
AY457915	AY457758	83.73	375	47	11	111	477	4	372	4e-96	  342
AY457915	AY457772	81.04	422	57	12	1	420	1	401	8e-88	  315
AY457915	AY457789	81.04	422	57	12	1	420	2	402	8e-88	  315
AY457915	AY457791	81.04	422	57	12	1	420	1	401	8e-88	  315
AY457915	AY457792	81.04	422	57	12	1	420	1	401	8e-88	  315
AY457915	AY457731	81.61	397	56	14	112	499	81	469	3e-87	  313
AY457915	AY457803	81.54	390	63	8	111	496	83	467	3e-87	  313
AY457915	AY457803	97.01	67	2	0	1	67	2	68	3e-27	  113
AY457915	AY457828	80.71	425	57	14	1	422	2	404	1e-85	  307
AY457915	AY457752	80.52	426	57	17	1	422	1	404	2e-84	  303
AY457915	AY457766	80.38	423	59	12	1	420	1	402	2e-83	  300
AY457915	AY457751	81.33	375	61	8	111	481	83	452	3e-82	  296
AY457915	AY457751	97.01	67	2	0	1	67	2	68	3e-27	  113
AY457915	AY457778	80.14	423	60	12	1	420	1	402	1e-81	  294
AY457915	AY457782	80.14	423	60	12	1	420	1	402	1e-81	  294
AY457915	AY457812	80.14	423	60	12	1	420	1	402	1e-81	  294
AY457915	AY457790	79.86	422	64	12	1	420	2	404	5e-80	  289
AY457915	AY457794	79.91	423	62	14	1	420	1	403	5e-80	  289
AY457915	AY457759	79.67	423	62	12	1	420	2	403	2e-78	  283
AY457915	AY457682	79.41	437	57	21	1	430	1	411	1e-76	  278
AY457915	AY457729	79.41	437	57	21	1	430	1	411	1e-76	  278
AY457915	AY457734	79.41	437	57	21	1	430	1	411	1e-76	  278
AY457915	AY457689	76.92	468	80	21	1	462	1	446	1e-65	  241
AY457915	AY457691	76.92	468	80	20	1	462	1	446	1e-65	  241
AY457915	AY457699	76.92	468	80	21	1	462	1	446	1e-65	  241
AY457915	AY457720	76.92	468	80	21	1	462	2	447	1e-65	  241
AY457915	AY457728	76.92	468	80	21	1	462	2	447	1e-65	  241
AY457915	AY457684	76.71	468	81	21	1	462	1	446	6e-64	  235
AY457915	AY457688	76.71	468	81	21	1	462	1	446	6e-64	  235
AY457915	AY457709	76.71	468	81	21	1	462	1	446	6e-64	  235
AY457915	AY457711	76.71	468	81	21	1	462	1	446	6e-64	  235
AY457915	AY457712	76.71	468	81	21	1	462	4	449	6e-64	  235
AY457915	AY457743	76.71	468	81	21	1	462	1	446	6e-64	  235
AY457915	AY457746	76.71	468	81	21	1	462	2	447	6e-64	  235
AY457915	AY457681	76.71	468	79	19	1	462	1	444	2e-63	  233
AY457915	AY457697	76.71	468	80	22	1	462	1	445	2e-63	  233
AY457915	AY457787	76.71	468	79	19	1	462	2	445	2e-63	  233
AY457915	AY457761	77.35	437	69	17	1	430	1	414	8e-63	  231
AY457915	AY457680	76.50	468	82	21	1	462	1	446	3e-62	  230
AY457915	AY457705	76.89	450	76	20	19	462	1	428	3e-62	  230
AY457915	AY457730	76.50	468	82	21	1	462	1	446	3e-62	  230
AY457915	AY457814	86.26	211	29	0	241	451	238	448	3e-62	  230
AY457915	AY457819	76.50	468	80	19	1	462	1	444	1e-61	  228
AY457915	AY457696	76.28	468	83	21	1	462	1	446	1e-60	  224
AY457915	AY457727	76.28	468	80	20	1	462	1	443	2e-59	  220
AY457915	AY457741	79.04	353	50	22	112	451	63	404	2e-59	  220
AY457915	AY457741	100.00	36	0	0	31	66	1	36	2e-13	67.6
AY457915	AY457706	76.24	463	80	23	7	462	7	446	6e-59	  219
AY457915	AY457781	76.61	436	74	15	1	430	2	415	8e-58	  215
AY457915	AY457742	75.64	468	86	21	1	462	2	447	1e-55	  207
AY457915	AY457685	77.24	369	70	13	99	462	22	381	2e-54	  204
AY457915	AY457710	75.59	463	82	24	7	462	8	446	6e-54	  202
AY457915	AY457702	83.57	207	34	0	256	462	117	323	1e-51	  195
AY457915	AY457721	83.57	207	34	0	256	462	82	288	1e-51	  195
AY457915	AY457698	86.11	180	23	2	252	430	234	412	4e-51	  193
AY457915	AY457703	86.11	180	23	2	252	430	220	398	4e-51	  193
AY457915	AY457737	86.11	180	23	2	252	430	235	413	4e-51	  193
AY457915	AY457739	86.11	180	23	2	252	430	168	346	4e-51	  193
AY457915	AY457784	86.11	180	23	2	252	430	235	413	4e-51	  193
AY457915	AY457796	86.11	180	23	2	252	430	235	413	4e-51	  193
AY457915	AY457799	86.11	180	23	2	252	430	232	410	4e-51	  193
AY457915	AY457810	86.11	180	23	2	252	430	235	413	4e-51	  193
AY457915	AY457855	86.11	180	23	2	252	430	234	412	4e-51	  193
AY457915	AY457876	86.21	174	24	0	257	430	217	390	5e-50	  189
AY457915	AY457876	95.59	68	3	0	1	68	1	68	4e-26	  110
AY457915	AY457804	85.56	180	24	2	252	430	234	412	2e-49	  187
AY457915	AY457844	86.83	167	22	0	252	418	53	219	2e-49	  187
AY457915	AY457807	84.44	180	26	2	252	430	57	235	1e-46	  178
AY457915	AY457801	74.03	412	77	22	1	403	1	391	1e-35	  141
AY457915	AY457852	74.03	412	77	22	1	403	1	391	1e-35	  141
AY457915	AY457870	73.36	428	90	16	1	422	1	410	2e-34	  137
AY457915	AY457834	73.59	409	84	16	1	403	1	391	7e-34	  135
AY457915	AY457850	73.72	411	80	17	1	403	1	391	7e-34	  135
AY457915	AY457856	73.59	409	84	16	1	403	1	391	7e-34	  135
AY457915	AY457868	73.72	411	80	17	1	403	2	392	7e-34	  135
AY457915	AY457879	73.59	409	84	16	1	403	1	391	7e-34	  135
AY457915	AY457892	73.59	409	84	16	1	403	2	392	7e-34	  135
AY457915	AY457904	73.59	409	84	16	1	403	2	392	7e-34	  135
AY457915	AY457906	73.59	409	84	16	1	403	1	391	7e-34	  135
AY457915	AY457736	82.99	147	25	0	257	403	247	393	2e-33	  134
AY457915	AY457825	82.99	147	25	0	257	403	247	393	2e-33	  134
AY457915	AY457854	82.99	147	25	0	257	403	247	393	2e-33	  134
AY457915	AY457858	82.99	147	25	0	257	403	248	394	2e-33	  134
AY457915	AY457897	82.99	147	25	0	257	403	248	394	2e-33	  134
AY457915	AY457907	82.88	146	25	0	257	402	247	392	9e-33	  132
AY457915	AY457902	73.35	409	85	16	1	403	2	392	3e-32	  130
AY457915	AY457905	73.35	409	85	16	1	403	1	391	3e-32	  130
AY457915	AY457861	73.35	409	84	17	1	403	2	391	1e-31	  128
AY457915	AY457679	80.12	166	33	0	265	430	250	415	1e-30	  124
AY457915	AY457683	80.12	166	33	0	265	430	249	414	1e-30	  124
AY457915	AY457718	80.12	166	33	0	265	430	249	414	1e-30	  124
AY457915	AY457726	80.12	166	33	0	265	430	250	415	1e-30	  124
AY457915	AY457713	73.70	403	68	28	1	391	1	377	5e-30	  122
AY457915	AY457745	73.70	403	68	28	1	391	2	378	5e-30	  122
AY457915	AY457890	72.80	397	84	16	1	391	1	379	3e-27	  113
AY457915	AY457757	80.74	135	26	0	257	391	246	380	5e-25	  106
AY457915	AY457770	96.83	63	2	0	1	63	2	64	5e-25	  106
AY457915	AY457821	80.74	135	26	0	257	391	247	381	5e-25	  106
AY457915	AY457827	80.74	135	26	0	257	391	246	380	5e-25	  106
AY457915	AY457824	80.00	135	27	0	257	391	246	380	2e-23	  100
AY457915	AY457677	93.65	63	4	0	1	63	2	64	1e-21	95.3
AY457915	AY457678	93.65	63	4	0	1	63	1	63	1e-21	95.3
AY457915	AY457700	93.65	63	4	0	1	63	1	63	1e-21	95.3
AY457915	AY457708	93.65	63	4	0	1	63	1	63	1e-21	95.3
AY457915	AY457714	93.65	63	4	0	1	63	2	64	1e-21	95.3
AY457915	AY457717	93.65	63	4	0	1	63	1	63	1e-21	95.3
AY457915	AY457725	93.65	63	4	0	1	63	2	64	1e-21	95.3
AY457915	AY457735	93.65	63	4	0	1	63	1	63	1e-21	95.3
AY457915	AY457740	93.65	63	4	0	1	63	2	64	1e-21	95.3
AY457915	AY457744	93.65	63	4	0	1	63	4	66	1e-21	95.3
AY457915	AY457878	93.65	63	4	0	1	63	1	63	1e-21	95.3
AY457915	AY457880	71.86	398	88	15	1	391	1	381	4e-21	93.5
AY457915	AY457704	93.33	60	4	0	1	60	1	60	5e-20	89.8
AY457915	AY457756	92.06	63	5	0	1	63	1	63	5e-20	89.8
AY457915	AY457765	92.06	63	5	0	1	63	1	63	5e-20	89.8
AY457915	AY457771	92.06	63	5	0	1	63	1	63	5e-20	89.8
AY457915	AY457773	92.06	63	5	0	1	63	1	63	5e-20	89.8
AY457915	AY457777	92.06	63	5	0	1	63	1	63	5e-20	89.8
AY457915	AY457805	92.06	63	5	0	1	63	2	64	5e-20	89.8
AY457915	AY457811	92.06	63	5	0	1	63	2	64	5e-20	89.8
AY457915	AY457816	92.06	63	5	0	1	63	1	63	5e-20	89.8
AY457915	AY457853	92.06	63	5	0	1	63	2	64	5e-20	89.8
AY457915	AY457857	92.06	63	5	0	1	63	1	63	5e-20	89.8
AY457915	AY457862	92.06	63	5	0	1	63	1	63	5e-20	89.8
AY457915	AY457873	92.06	63	5	0	1	63	2	64	5e-20	89.8
AY457915	AY457877	92.06	63	5	0	1	63	1	63	5e-20	89.8
AY457915	AY457883	92.06	63	5	0	1	63	1	63	5e-20	89.8
AY457915	AY457884	92.06	63	5	0	1	63	1	63	5e-20	89.8
AY457915	AY457885	92.06	63	5	0	1	63	1	63	5e-20	89.8
AY457915	AY457889	92.06	63	5	0	1	63	1	63	5e-20	89.8
AY457915	AY457899	92.06	63	5	0	1	63	2	64	5e-20	89.8
AY457915	AY457903	92.06	63	5	0	1	63	1	63	5e-20	89.8
AY457915	AY457909	92.06	63	5	0	1	63	1	63	5e-20	89.8
AY457915	AY457707	90.48	63	6	0	1	63	1	63	2e-18	84.2
AY457915	AY457900	90.48	63	6	0	1	63	2	64	2e-18	84.2
AY457914	AY457914	100.00	499	0	0	1	499	1	499	0.0	  922
AY457914	AY457786	94.79	499	26	0	1	499	1	499	0.0	  778
AY457914	AY457898	94.96	496	25	0	1	496	2	497	0.0	  778
AY457914	AY457915	94.96	496	25	0	1	496	1	496	0.0	  778
AY457914	AY457891	94.76	496	26	0	1	496	2	497	0.0	  773
AY457914	AY457894	94.61	501	23	3	1	499	2	500	0.0	  773
AY457914	AY457769	94.35	496	28	0	1	496	1	496	0.0	  761
AY457914	AY457783	93.95	496	30	0	1	496	1	496	0.0	  752
AY457914	AY457867	93.95	496	29	1	1	496	2	496	0.0	  749
AY457914	AY457817	93.76	497	31	0	1	497	2	498	0.0	  747
AY457914	AY457895	93.59	499	32	0	1	499	2	500	0.0	  745
AY457914	AY457912	93.39	499	33	0	1	499	1	499	0.0	  739
AY457914	AY457835	92.74	496	34	2	1	496	1	494	0.0	  715
AY457914	AY457848	92.53	495	37	0	1	495	1	495	0.0	  710
AY457914	AY457888	92.17	498	39	0	1	498	1	498	0.0	  704
AY457914	AY457829	90.98	499	39	4	1	496	1	496	0.0	  667
